@id,addr:city,name,addr:street,@lat,@lon
428753765,,,,41.7182942,21.7790032
432029013,,,,41.9970264,21.5128019
432029015,,,,41.9968382,21.5134281
432029017,,,,41.9966070,21.5133290
432029018,,,,41.9968234,21.5127353
441057668,,,,42.0052852,21.4081269
441057670,,,,42.0051340,21.4093358
441057672,,,,42.0054394,21.4081618
441057674,,,,42.0047062,21.4074893
441057675,,,,42.0047551,21.4071315
441057676,,,,42.0043754,21.4070321
441057677,,,,42.0043210,21.4073910
441057678,,,,42.0046906,21.4088105
441057679,,,,42.0045721,21.4087281
441057680,,,,42.0044662,21.4094624
441057681,,,,42.0046002,21.4094349
442662111,,,,41.0278104,21.3148755
442662112,,,,41.0276936,21.3154150
442662113,,,,41.0266459,21.3150165
442662114,,,,41.0267628,21.3144769
442663466,,,,41.0306309,21.3368904
442663471,,,,41.0303230,21.3368660
442663479,,,,41.0305286,21.3356140
442663482,,,,41.0306935,21.3354986
442926545,,,,41.8996958,22.3717391
442926546,,,,41.8994581,22.3718183
442926547,,,,41.8995939,22.3725826
442926548,,,,41.8998487,22.3725146
444537202,,,,41.9175263,22.4112543
444537203,,,,41.9168619,22.4112950
444537204,,,,41.9168750,22.4115144
444537205,,,,41.9174467,22.4114239
444829538,,,,42.0056697,21.4173029
444869394,,,,41.0316658,21.3334281
444869395,,,,41.0316658,21.3336770
444869396,,,,41.0316399,21.3338401
444869397,,,,41.0316011,21.3340203
444869398,,,,41.0315558,21.3340032
444869399,,,,41.0315946,21.3334195
444905248,,,,41.9041924,22.3950255
444905249,,,,41.9040857,22.3951656
444905250,,,,41.9040857,22.3957554
444905251,,,,41.9042118,22.3958074
444905252,,,,41.9042749,22.3957072
444905379,,,,41.9105399,22.4033731
444905380,,,,41.9104377,22.4033151
444905381,,,,41.9102591,22.4038834
444905382,,,,41.9103612,22.4039414
445531402,,,,41.1754462,20.6729859
445789409,,,,41.0112049,21.3435355
446055408,,,,41.9934207,21.4220648
446055409,,,,41.9931879,21.4219692
446060609,,,,41.9925313,21.4162092
446060620,,,,41.9965867,21.4769024
446060621,,,,41.9965630,21.4763731
446060622,,,,41.9962246,21.4764006
446060623,,,,41.9962587,21.4773492
446060624,,,,41.9964874,21.4773273
446060625,,,,41.9965325,21.4779888
446060626,,,,41.9966352,21.4779804
446060627,,,,41.9965975,21.4771429
446060628,,,,41.9965940,21.4770631
446257707,,,,41.9849736,21.5077651
446257708,,,,41.9848013,21.5081685
446257709,,,,41.9853946,21.5086492
446257710,,,,41.9857264,21.5088380
446257711,,,,41.9860454,21.5088380
446257712,,,,41.9861730,21.5088208
446270093,,,,42.0000285,21.4746945
446270094,,,,41.9999264,21.4746774
446270095,,,,42.0000221,21.4767201
446270099,,,,42.0001306,21.4767201
446270146,,,,41.9995454,21.4817697
446270148,,,,41.9994608,21.4826940
446270150,,,,41.9994034,21.4830201
446270152,,,,41.9992312,21.4836038
446270154,,,,41.9986763,21.4851230
446270157,,,,41.9986316,21.4853633
446270159,,,,41.9986316,21.4855607
446270161,,,,41.9987145,21.4856723
446270163,,,,41.9988038,21.4856723
446270164,,,,41.9988931,21.4855779
446270165,,,,42.0003092,21.4816897
446270217,,,,41.9989633,21.4838613
446270221,,,,41.9992567,21.4832004
446270223,,,,41.9993524,21.4828227
446270225,,,,41.9993843,21.4823506
446270226,,,,41.9991610,21.4777072
446270229,,,,41.9986061,21.4777330
446270231,,,,41.9989059,21.4838698
446278123,,,,41.9934009,21.4262775
446278149,,,,41.9927107,21.4189837
446278150,,,,41.9927661,21.4185239
446278151,,,,41.9931738,21.4186129
446278152,,,,41.9931184,21.4190727
446279252,,,,41.9795121,21.4247668
446279253,,,,41.9790591,21.4251187
446279254,,,,41.9791037,21.4252647
446279255,,,,41.9796078,21.4248956
446281178,,,,41.9742922,21.4284811
446281179,,,,41.9741263,21.4280433
446281180,,,,41.9740361,21.4281052
446281182,,,,41.9742019,21.4285429
446421427,,,,41.0169010,21.3423126
446421429,,,,41.0167400,21.3422157
446421434,,,,41.0164544,21.3417034
446421438,,,,41.0167980,21.3411147
447582501,,,,41.9942092,21.4435915
447582502,,,,41.9945565,21.4429428
447582503,,,,41.9944919,21.4436259
447683639,,,,41.0283652,21.3354621
447683641,,,,41.0283816,21.3357383
447683643,,,,41.0279198,21.3359836
447683646,,,,41.0278493,21.3357500
447877771,,,,41.0112967,21.3439259
447877772,,,,41.0116918,21.3429817
447877774,,,,41.0118128,21.3433087
447877775,,,,41.0114392,21.3437370
447877777,,,,41.0111283,21.3436340
447878204,,,,41.0116219,21.3430611
447906090,,,,41.9954560,21.3969992
447906113,,,,41.9951700,21.3964278
447906117,,,,41.9951288,21.3969013
447954364,,,,41.0228742,21.3157419
447954366,,,,41.0232793,21.3163018
447954367,,,,41.0228556,21.3168404
447954369,,,,41.0227261,21.3164747
447954370,,,,41.0230437,21.3163170
447954371,,,,41.0227458,21.3159052
450656160,,,,41.0231275,21.3363029
450984502,,,,42.0085927,21.3660509
450984507,,,,42.0086028,21.3656058
450984510,,,,42.0085042,21.3656003
450984514,,,,42.0085208,21.3661095
452406133,,,,41.0327120,21.3346279
452406135,,,,41.0331654,21.3354244
452406137,,,,41.0330920,21.3354956
452406139,,,,41.0327853,21.3349265
452406141,,,,41.0328201,21.3348948
452406143,,,,41.0327293,21.3347212
452406145,,,,41.0326582,21.3347832
452406147,,,,41.0325606,21.3345809
452418028,,,,41.0327150,21.3363558
452418029,,,,41.0329042,21.3366760
452418030,,,,41.0326861,21.3369037
452418031,,,,41.0326033,21.3364715
456909480,,,,41.0303595,21.3360539
456909482,,,,41.0302667,21.3360466
461661777,,Дупка,,41.4391574,22.6375464
470938380,,,,41.9839495,21.4577650
470938381,,,,41.9838930,21.4585420
470938382,,,,41.9837358,21.4585213
470938383,,,,41.9837724,21.4580183
470951537,,,,41.9863225,21.4576031
470951538,,,,41.9858229,21.4572025
470951539,,,,41.9857272,21.4573999
470951540,,,,41.9862312,21.4577947
471353929,,,,41.9382379,21.5179837
474049996,,,,41.9642196,21.4838010
474049998,,,,41.9641339,21.4837375
474049999,,,,41.9640904,21.4837240
474050000,,,,41.9640551,21.4837180
477689632,,,,41.4841298,22.0806809
477689635,,,,41.4838163,22.0808227
477689637,,,,41.4840368,22.0815686
477689640,,,,41.4842373,22.0814630
480473248,,,,42.0060489,21.5078737
480913466,,,,42.0032356,21.4014851
481477112,,,,41.3428639,21.5478203
481477114,,,,41.3428086,21.5478620
481477116,,,,41.3429195,21.5481229
481477119,,,,41.3430152,21.5480517
481477128,,,,41.3428642,21.5472125
481477130,,,,41.3427627,21.5472890
481477135,,,,41.3428257,21.5474371
481477137,,,,41.3427778,21.5474732
481477138,,,,41.3427541,21.5474174
481477140,,,,41.3427075,21.5474526
483351867,,,,42.0131109,21.4365368
499126592,,,,41.7040135,22.8601039
499130702,,,,41.6498395,20.7361473
499130727,,,,41.6497912,20.7392025
499130751,,,,41.6498553,20.7355375
499130754,,,,41.6505410,20.7359621
537672140,,,,41.7773187,21.7549360
554966802,,,,41.1742908,20.6785150
577538732,,,,42.0197172,21.4348299
660819524,,,,41.1738863,20.6685444
669004817,,,,41.8070611,22.0218695
696669607,,,,41.9873374,21.4363786
709048959,,,,42.0137186,21.4043309
709049181,,,,42.0150414,21.4077429
709049188,,,,42.0149188,21.4072711
709049192,,,,42.0146601,21.4070470
709049200,,,,42.0148833,21.4078839
750658239,,,,41.3364700,21.5448552
774772316,,,,41.0907685,21.0123199
778487795,,,,42.0127105,21.4633953
806619796,,,,41.8847654,22.5031653
829599526,,,,41.9954954,21.3966744
837180309,,,,41.0366035,21.3525621
850572046,,,,42.2628733,21.9584828
851032970,,Паркинг Спортска сала,,41.9908854,21.5830972
870349958,,,,41.4324387,22.0058388
889071679,,Zad Sobranie,,41.0902669,21.0119601
892589214,,Веро Центар,,41.9928198,21.4415512
911184646,,,,41.4405398,22.0081867
918588582,,,,41.9881824,21.4314928
960087106,,,,42.0025589,21.4509903
960087107,,Паркинг за вработени,,42.0029173,21.4504550
960087899,,,,42.0016720,21.4539646
976901861,,,,42.0072455,20.9790448
976901890,,,,42.0067992,20.9787994
976901893,,,,42.0079511,20.9773138
976901907,,,,42.0063846,20.9800882
976901910,,,,42.0075127,20.9770133
976901915,,,,42.0068230,20.9803377
1014308044,,,,42.0077678,20.9769849
1014308045,,,,42.0075632,20.9768451
1014308046,,,,42.0079820,20.9771045
1021426980,,,,42.0085727,20.9708031
1026026307,,,,42.0078585,20.9685646
1026026309,,,,42.0076823,20.9689069
1026026311,,,,42.0074443,20.9686456
1026026313,,,,42.0076265,20.9683275
1088079169,,,,41.8816888,22.3317807
1226193401,,,,41.9920661,21.4309792
1226193402,,,,41.9921857,21.4325563
1282090881,,sud,,41.1150384,20.8009377
1356384254,,,,42.0069333,21.3891371
1356384255,,,,42.0069740,21.3899145
1356384256,,,,42.0070732,21.3891698
1357599092,,,,42.0045161,21.3892874
1357599117,,,,42.0045603,21.3895776
1357599161,,,,42.0047973,21.3893477
1357599186,,,,42.0048203,21.3891534
1375310193,,,,41.9764555,21.3747899
1375310212,,,,41.9765354,21.3742422
1375310219,,,,41.9764058,21.3741660
1375310226,,,,41.9763814,21.3747085
1375310229,,,,41.9760783,21.3756057
1375310247,,,,41.9760435,21.3753471
1375310262,,,,42.0020803,21.4072869
1375310273,,,,42.0018778,21.4073100
1375310277,,,,41.9762877,21.3746758
1375310280,,,,42.0020708,21.4073572
1375310289,,,,42.0018873,21.4072397
1375310299,,,,41.9765651,21.3749332
1375310300,,,,41.9762662,21.3746465
1400953433,,,,42.0136387,21.4034030
1400953447,,,,42.0136569,21.4053411
1437218857,,,,42.0035528,21.4741167
1437218859,,,,42.0037765,21.4753303
1437218860,,,,42.0039561,21.4762784
1437218862,,,,42.0039597,21.4730974
1437218865,,,,42.0040583,21.4734887
1437218867,,,,42.0042161,21.4741622
1437218868,,,,42.0042288,21.4749894
1437218871,,,,42.0044282,21.4753374
1437218875,,,,42.0046026,21.4755602
1437218876,,,,42.0047875,21.4760366
1507141197,,,,41.2624177,21.5684887
1529526890,,,,42.0125693,21.4358034
1535759922,,,,41.8863170,21.5876150
1535759924,,,,41.8857748,21.5877874
1535760182,,,,41.8860371,21.5876978
1582689125,,,,41.9914796,21.4453892
1582689193,,,,41.9914657,21.4451417
1582689199,,,,41.9914044,21.4455107
1582689205,,,,41.9922191,21.4464074
1582689219,,,,41.9926198,21.4468784
1582689224,,,,41.9923753,21.4461310
1582689235,,,,41.9913813,21.4452725
1582689240,,,,41.9911822,21.4452631
1582689249,,,,41.9917461,21.4454440
1582689268,,,,41.9926936,21.4467460
1582689296,,,,41.9919848,21.4461641
1582689308,,,,41.9913431,21.4450047
1582689316,,,,41.9925865,21.4465242
1582689325,,,,41.9915812,21.4457184
1582689363,,,,41.9921540,21.4458858
1602190213,,,,42.0043288,21.4488499
1634911657,,,,41.6985811,21.7547902
1634911752,,,,41.6986369,21.7543431
1668655311,,Avtobus parking,,42.0077740,20.9860662
1670762371,,,,42.0286222,22.1308355
1674866807,,,,41.1649205,22.5048385
1674951169,,,,40.9219569,20.8993401
1674951426,,,,41.0378523,21.2970130
1674951433,,,,41.0378769,21.2967456
1674951444,,,,41.0380435,21.2970340
1674951449,,,,41.0380628,21.2967758
1680635706,,,,41.9895358,21.5856906
1680635709,,,,41.9897856,21.5862846
1680635714,,,,41.9900464,21.5860861
1682245710,,,,41.0655499,21.1125865
1682245771,,,,41.0658623,21.1034721
1682245804,,,,41.0658840,21.1032893
1682245809,,,,41.0658729,21.1129654
1682245821,,,,41.0660677,21.1144842
1682245828,,,,41.0661398,21.1138434
1682280347,,,,41.6854906,21.8310041
1682280348,,,,41.6858971,21.8303955
1682280352,,,,41.6865599,21.8309794
1682280356,,,,41.6878901,21.8297177
1691667363,,,,42.0198986,21.4353712
1691667375,,,,42.0203130,21.4348079
1704390103,,,,41.5124924,20.9621505
1704390104,,,,41.5137408,20.9595318
1705491235,,,,42.1346265,21.7195575
1705491236,,,,42.1346464,21.7196192
1705491252,,,,42.1348778,21.7192719
1705491255,,,,42.1345013,21.7195250
1705491259,,,,42.1347060,21.7192472
1705491261,,,,42.1348652,21.7196514
1705502952,,,,42.1361644,21.7176383
1705502953,,,,42.1360276,21.7172170
1705502954,,,,42.1360805,21.7171811
1705502955,,,,42.1363697,21.7173297
1705502956,,,,42.1360825,21.7175512
1705502957,,,,42.1362121,21.7175802
1705502958,,,,42.1360905,21.7176451
1705502959,,,,42.1363510,21.7172213
1705502960,,,,42.1360765,21.7174225
1705502961,,,,42.1360129,21.7172696
1708380976,,,,42.1337757,21.7274057
1708380992,,,,42.1337949,21.7276713
1708413765,,,,42.1354241,21.7202670
1708413766,,,,42.1354241,21.7205071
1708413767,,,,42.1355395,21.7204374
1708413768,,,,42.1355585,21.7203044
1708413772,,,,42.1353965,21.7204821
1708416121,,,,42.1349827,21.7185593
1708416129,,,,42.1353346,21.7179751
1708416137,,,,42.1350992,21.7183610
1708416144,,,,42.1346861,21.7184964
1708416147,,,,42.1347756,21.7183649
1708416153,,,,42.1348287,21.7188592
1708416180,,,,42.1352320,21.7184403
1708416185,,,,42.1353833,21.7184491
1708416188,,,,42.1353943,21.7180154
1708416193,,,,42.1349705,21.7182094
1708416198,,,,42.1347439,21.7187047
1708416201,,,,42.1347777,21.7186886
1708416208,,,,42.1352789,21.7179859
1708416212,,,,42.1350575,21.7181377
1708416216,,,,42.1347160,21.7183909
1708416220,,,,42.1351949,21.7184461
1708416229,,,,42.1349132,21.7182264
1708416232,,,,42.1350442,21.7180958
1708416237,,,,42.1349229,21.7188039
1708416243,,,,42.1347319,21.7184749
1708416274,,,,42.1349567,21.7181522
1708421554,,,,42.1342049,21.7182407
1708421578,,,,42.1340784,21.7185881
1708421579,,,,42.1340354,21.7185596
1708421586,,,,42.1341671,21.7181978
1708429202,,,,42.1365380,21.7156899
1708429208,,,,42.1365439,21.7156416
1708429210,,,,42.1364365,21.7157274
1708429213,,,,42.1364704,21.7166018
1708429215,,,,42.1366924,21.7156888
1708429227,,,,42.1362913,21.7164972
1709228530,,,,42.1378208,21.7247181
1709228542,,,,42.1379779,21.7245759
1709228544,,,,42.1378466,21.7247557
1709228546,,,,42.1380038,21.7246228
1710570650,,,,41.7203814,21.7646274
1710570706,,,,41.7201944,21.7641548
1710570749,,,,41.7184793,21.7783959
1710570751,,,,41.7206239,21.7640637
1710570822,,,,41.7205695,21.7640892
1710570852,,,,41.7201329,21.7639658
1710570869,,,,41.7205043,21.7637238
1710570880,,,,41.7184174,21.7779674
1710571051,,,,41.7183189,21.7779824
1710571096,,,,41.7205312,21.7645368
1710571127,,,,41.7205644,21.7639310
1710571231,,,,41.7207641,21.7645760
1710571239,,,,41.7183253,21.7784127
1710571246,,,,41.7204998,21.7644177
1710571251,,,,41.7185395,21.7789590
1710571256,,,,41.7206459,21.7643429
1710571272,,,,41.7204197,21.7647852
1710599831,,,,41.7175358,21.7624794
1710599853,,,,41.7172361,21.7626613
1710599870,,,,41.7170007,21.7619332
1710599934,,,,41.7172059,21.7615063
1711045466,,,,42.1337632,21.7212023
1711045467,,,,42.1337405,21.7212502
1711045473,,,,42.1335516,21.7210198
1711045475,,,,42.1335289,21.7210677
1711061721,,,,42.1393557,21.7219972
1711061723,,,,42.1391705,21.7219039
1711061725,,,,42.1394636,21.7216443
1711061728,,,,42.1392505,21.7215527
1711691269,,,,42.1320069,21.7120931
1711691270,,,,42.1323729,21.7122326
1711691271,,,,42.1320467,21.7119307
1711691273,,,,42.1324067,21.7120851
1712020751,,,,42.1345772,21.7212173
1712020752,,,,42.1346956,21.7212944
1712020754,,,,42.1344743,21.7204850
1712020758,,,,42.1344972,21.7204931
1712020761,,,,42.1345623,21.7206486
1712020775,,,,42.1345857,21.7212535
1712020776,,,,42.1344748,21.7205232
1712020782,,,,42.1346876,21.7213487
1712554390,,,,41.7134366,21.7854987
1712554392,,,,41.7143255,21.7858367
1712554393,,,,41.7133725,21.7853405
1712554404,,,,41.7140252,21.7856811
1712554414,,,,41.7143956,21.7855953
1712554420,,,,41.7135767,21.7852412
1712554422,,,,41.7137569,21.7852681
1712554433,,,,41.7140412,21.7854075
1712662247,,,,41.7773227,21.7550594
1725833199,,,,42.1369894,21.7263543
1725833207,,,,42.1372679,21.7259520
1725833208,,,,42.1375170,21.7258935
1725833210,,,,42.1371242,21.7264286
1725833212,,,,42.1373922,21.7257951
1725833215,,,,42.1376667,21.7254706
1725833217,,,,42.1375394,21.7253713
1725833218,,,,42.1371426,21.7258849
1735493962,,,,42.1355904,21.7166458
1735493963,,,,42.1355428,21.7166328
1735493964,,,,42.1354836,21.7173632
1735493966,,,,42.1354359,21.7173503
1738942003,,,,42.1356259,21.7291204
1738942005,,,,42.1355965,21.7286783
1738942006,,,,42.1351288,21.7288321
1738942008,,,,42.1352155,21.7293116
1738942010,,,,42.1356355,21.7291735
1738942011,,,,42.1356736,21.7291047
1747996041,,,,42.0026236,21.4077034
1747996043,,,,42.0027532,21.4079943
1747996044,,,,42.0025889,21.4079528
1747996046,,,,42.0027879,21.4077448
1747996048,,,,41.9944822,21.4141807
1747996049,,,,41.9942825,21.4145156
1747996050,,,,41.9943297,21.4141455
1747996051,,,,41.9940945,21.4144722
1747996053,,,,41.9943850,21.4149437
1747996055,,,,41.9940444,21.4148651
1748016154,,,,41.9818589,21.4351281
1748016156,,,,41.9819387,21.4348089
1748016165,,,,41.9820105,21.4350154
1748016167,,,,41.9817921,21.4348996
1748367509,,,,41.9898248,21.4360997
1748367539,,,,41.9903737,21.4356241
1748367541,,,,41.9904313,21.4358549
1748367543,,,,41.9903640,21.4358853
1748367548,,,,41.9902123,21.4360343
1748367552,,,,41.9903820,21.4359576
1748367553,,,,41.9898804,21.4363228
1748367554,,,,41.9902434,21.4361589
1748367555,,,,41.9901324,21.4359609
1748367556,,,,41.9900813,21.4357561
1748378454,,,,41.9983569,21.4207307
1748378468,,,,41.9983259,21.4206335
1748378473,,,,41.9986160,21.4208117
1748378484,,,,41.9984918,21.4169794
1748378490,,,,41.9983281,21.4208235
1748378495,,,,41.9984811,21.4165312
1748378503,,,,41.9987877,21.4165180
1748378504,,,,41.9987984,21.4169662
1748378526,,,,41.9981793,21.4208011
1748378528,,,,41.9981855,21.4206407
1748378531,,,,41.9984758,21.4202805
1748378534,,,,41.9987006,21.4203679
1749774855,,,,42.2435036,21.7035609
1749774909,,,,42.2404258,21.7043808
1749774946,,,,42.2403754,21.7034414
1750037551,,,,41.9879982,21.4318216
1750037552,,,,41.9882477,21.4313377
1750037553,,,,41.9879382,21.4317657
1750037557,,,,41.9881877,21.4312818
1775575018,,,,42.1229767,21.7325050
1775575021,,,,42.1228820,21.7322561
1775575023,,,,42.1230983,21.7324210
1775575026,,,,42.1230036,21.7321721
1779759633,,,,42.1374897,21.7166308
1779759636,,,,42.1373849,21.7162756
1779759638,,,,42.1375872,21.7166554
1779759640,,,,42.1376312,21.7163374
1779759642,,,,42.1374574,21.7168645
1779759644,,,,42.1373087,21.7168271
1783942772,,,,42.1322692,21.7147137
1783942775,,,,42.1322839,21.7144835
1783942794,,,,42.1321472,21.7144443
1783942796,,,,42.1319863,21.7143863
1783942797,,,,42.1319418,21.7146292
1787086350,,,,41.8642915,21.9397876
1787086403,,,,41.8650585,21.9399523
1790470386,,,,41.3828473,22.7712714
1790716078,,,,41.3969726,22.9603795
1790716079,,,,41.3972181,22.9603044
1790716081,,,,41.3971376,22.9617904
1790716082,,,,41.3969002,22.9615865
1790716083,,,,41.3972462,22.9617850
1790716084,,,,41.3974740,22.9603428
1790716085,,,,41.3973935,22.9602677
1790716087,,,,41.3974877,22.9615490
1790716088,,,,41.3975360,22.9604278
1790716089,,,,41.3975440,22.9606316
1790716090,,,,41.3975118,22.9610662
1790724666,,,,41.3767033,22.8126543
1790730084,,,,41.3754329,22.8099084
1790755519,,,,41.3834496,22.8180221
1791473999,,,,41.3825755,22.7554706
1791474006,,,,41.3834852,22.7551702
1791481247,,,,41.4404311,22.7046535
1791514942,,,,41.4131422,22.8813413
1791514951,,,,41.4122873,22.8804267
1791528119,,,,41.3810138,22.8197954
1791588275,,,,41.4075191,22.6258112
1791598043,,,,41.1711520,22.7421976
1791641276,,,,41.3965143,22.9611141
1791641277,,,,41.3965384,22.9611221
1791641278,,,,41.3965238,22.9611200
1791641279,,,,41.3965137,22.9612300
1791641284,,,,41.3965016,22.9610985
1791641285,,,,41.3964936,22.9612407
1791641286,,,,41.3966706,22.9618764
1791641287,,,,41.3965787,22.9610926
1791641291,,,,41.3965600,22.9618683
1791641294,,,,41.3965706,22.9611141
1791641295,,,,41.3965545,22.9611248
1791641297,,,,41.3965318,22.9612300
